Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate
0000004533,004533,Mother,Garrett,Lisa,Samantha,,1992-07-31,65803,TANEY,Lake Mary,Female,Yes,Part-time,2025-10-31
0000004534,004534,Grandfather,French,John,Trevor,,1975-04-17,64456,DENT,Romeroside,Male,Yes,Employed,2022-12-05
0000004535,004535,Foster Parent,Matthews,Michael,James,,1990-06-16,63438,JEFFERSON,Emilyfort,Male,Yes,Not in Labor Force,2025-09-18
0000004535,004535,Mother,Brown,Emily,Ashley,,1980-12-29,63438,JEFFERSON,Emilyfort,Female,No,Part-time,2024-02-12
0000004536,004536,Foster father,Harris,David,,,1978-08-12,64180,PEMISCOT,Mariaborough,Male,No,Not in Labor Force,2024-12-01
0000004536,004536,Adoptive parent,Velasquez,Sean,Luis,Jr.,1986-07-23,64180,PEMISCOT,Mariaborough,Male,Yes,Employed,2021-04-22
0000004537,004537,Aunt,David,Andrea,,,1988-11-16,63960,PEMISCOT,Williamsfurt,Female,Yes,Employed,2022-12-23
0000004538,004538,Foster mother,Parks,Melinda,Laura,,1988-12-28,65456,BUCHANAN,Brookeview,Female,Yes,Employed,2025-04-16
0000004539,004539,Stepmother,Rios,Laura,Tammy,,1980-07-16,63136,ST. CHARLES,Cruzview,Female,Yes,Employed,2024-04-08
0000004540,004540,Uncle,Williamson,Zachary,,,1973-02-21,64685,LAFAYETTE,Michaelbury,Male,Yes,Employed,2021-05-07
0000004540,004540,Grandfather,Mathews,Louis,,,1987-05-25,64685,LAFAYETTE,Michaelbury,Male,Yes,Employed,2022-09-13
0000004541,004541,Foster Parent,Calderon,Thomas,Douglas,,1975-07-27,63316,GASCONADE,Lake Danielleview,Male,No,Part-time,2023-01-22
0000004541,004541,Stepfather,Flores,Rodney,,,1982-07-13,63316,GASCONADE,Lake Danielleview,Male,No,Employed,2025-08-14
0000004542,004542,Mother,Ramos,Tracey,Brandy,Jr.,1992-11-16,65751,JACKSON,New Deborah,Female,Yes,Employed,2025-05-15
0000004543,004543,Aunt,Matthews,Brandy,Julia,,1988-08-12,63614,NODAWAY,Edwardsbury,Female,No,Employed,2024-08-20
0000004544,004544,Adoptive parent,White,Anthony,Richard,,1989-07-16,65301,BUTLER,Joshuaton,Male,No,Unemployed,2022-07-20
0000004544,004544,Foster Parent,Walker,Robert,Stephen,,1995-02-20,65301,BUTLER,Joshuaton,Male,Yes,Unemployed,2021-08-13
0000004545,004545,Father,Hall,James,Billy,,2007-06-11,65314,DAVIESS,East Jessica,Male,Yes,Part-time,2022-06-11
0000004546,004546,Grandfather,Fowler,Karl,,,1993-05-01,65213,MACON,East Richardfurt,Male,No,Employed,2022-11-18
0000004546,004546,Foster Parent,Clements,Christopher,Jeremy,,2000-05-16,65213,MACON,East Richardfurt,Male,No,Employed,2023-09-29
0000004547,004547,Stepfather,Ellison,Adam,Ernest,,1980-03-10,64796,BOLLINGER,South Jeffreyborough,Male,Yes,Employed,2023-08-12
0000004547,004547,Stepmother,Ellison,Amy,,,2002-11-11,64796,BOLLINGER,South Jeffreyborough,Female,No,Employed,2025-10-15
0000004548,004548,Adoptive parent,Washington,Ryan,Justin,,1979-02-23,65034,PETTIS,Robinsonview,Male,No,Employed,2024-09-30
0000004549,004549,Grandmother,Butler,Lori,Rita,,1975-01-25,64631,JASPER,South Michael,Female,No,Not in Labor Force,2025-03-28
0000004549,004549,Foster mother,Holland,Nancy,,,1978-12-29,64631,JASPER,South Michael,Female,No,Employed,2023-02-10
0000004550,004550,Foster Parent,Ingram,David,,,1987-05-08,64201,GASCONADE,West Sandra,Male,Yes,Employed,2021-11-20
0000004550,004550,Aunt,Miller,Kimberly,Candace,,1995-03-31,64201,GASCONADE,West Sandra,Female,No,Part-time,2024-11-20
0000004551,004551,Adoptive parent,Sherman,Justin,Christopher,,1999-09-18,65366,MONTGOMERY,Shieldston,Male,No,Unemployed,2022-05-19
0000004551,004551,Father,Lucero,Alejandro,,,1991-10-02,65366,MONTGOMERY,Shieldston,Male,No,Employed,2024-12-04
0000004552,004552,Aunt,Moses,Joy,Carrie,,1981-07-19,63867,BARTON,Port Kristen,Female,Yes,Employed,2023-05-10
0000004552,004552,Stepfather,Berger,Randy,David,,2005-08-03,63867,BARTON,Port Kristen,Male,No,Employed,2026-01-26
0000004553,004553,Stepmother,Rogers,Miranda,Sarah,,2006-09-04,63320,RANDOLPH,Port Brian,Female,No,Employed,2025-08-12
0000004553,004553,Mother,Rogers,Jennifer,Katie,,2005-07-21,63320,RANDOLPH,Port Brian,Female,No,Not in Labor Force,2022-07-20
0000004554,004554,Adoptive parent,Taylor,Christopher,Joseph,,1987-09-14,64037,COOPER,North Natalietown,Male,No,Unemployed,2022-03-31
0000004555,004555,Uncle,Campos,Peter,,,1981-05-28,64239,HENRY,Lake Morganmouth,Male,No,Employed,2025-07-16
0000004555,004555,Mother,Brock,Rhonda,Carol,,1988-06-13,64239,HENRY,Lake Morganmouth,Female,Yes,Employed,2024-03-06
0000004556,004556,Father,Holmes,Martin,Dennis,,1988-04-29,63661,POLK,Alvarezfort,Male,No,Employed,2024-07-23
0000004557,004557,Father,Davenport,John,Devin,,1987-09-07,65248,COOPER,Millerview,Male,No,Employed,2023-08-30
0000004557,004557,Adoptive parent,Johnson,Brad,,,1984-09-07,65248,COOPER,Millerview,Male,No,Employed,2025-04-27
0000004558,004558,Stepfather,Atkins,Nathaniel,,,1990-11-27,63476,CHRISTIAN,Josephfort,Male,Yes,Employed,2025-04-18
0000004558,004558,Uncle,Lewis,Timothy,Mark,,1986-05-28,63476,CHRISTIAN,Josephfort,Male,Yes,Unemployed,2022-08-24
0000004559,004559,Stepfather,Bautista,Anthony,,,1993-05-15,64256,SHELBY,Elizabethburgh,Male,No,Employed,2024-04-28
0000004559,004559,Foster father,Velez,Joshua,Justin,,1983-01-06,64256,SHELBY,Elizabethburgh,Male,Yes,Employed,2024-08-31
0000004560,004560,Adoptive parent,Weber,Andrew,Matthew,,1978-05-17,64784,SHELBY,Cookfort,Male,Yes,Unemployed,2023-11-05
0000004560,004560,Stepmother,Barber,Elizabeth,Jamie,,1990-10-16,64784,SHELBY,Cookfort,Female,Yes,Part-time,2024-07-11
0000004561,004561,Foster father,Holder,David,Charles,,1972-08-20,64016,MCDONALD,East Carolbury,Male,Yes,Employed,2025-09-13
0000004562,004562,Father,Davis,Brandon,William,,1971-07-03,64325,WARREN,New Daniel,Male,No,Employed,2022-02-02
0000004563,004563,Foster Parent,Wilson,Timothy,Roy,,1980-05-03,63369,RAY,Susanville,Male,Yes,Employed,2022-03-25
0000004564,004564,Aunt,Ellis,Dawn,Melissa,,2007-08-24,63517,PHELPS,Mcconnellmouth,Female,No,Employed,2024-04-25
0000004564,004564,Father,Wright,Ricky,David,,1984-09-30,63517,PHELPS,Mcconnellmouth,Male,Yes,Employed,2025-01-18
0000004565,004565,Grandmother,Horn,Crystal,Kayla,,1983-02-14,65522,DEKALB,Rileyton,Female,Yes,Employed,2024-01-23
0000004565,004565,Grandfather,Schultz,Michael,Jason,,1990-02-07,65522,DEKALB,Rileyton,Male,Yes,Part-time,2022-03-15
0000004566,004566,Aunt,Christensen,Megan,Stephanie,,1996-05-21,65721,BARRY,Port Ronaldton,Female,Yes,Employed,2021-09-05
0000004566,004566,Grandmother,Russell,Michele,Annette,,1997-04-14,65721,BARRY,Port Ronaldton,Female,Yes,Part-time,2025-01-15
0000004567,004567,Foster Parent,Stewart,James,Douglas,,1989-12-15,64320,MILLER,Scottview,Male,No,Employed,2025-06-13
0000004568,004568,Stepfather,King,David,David,,1984-07-06,64322,RAY,Stevenchester,Male,No,Employed,2022-05-21
0000004568,004568,Court appointed guardian,Lam,Jose,,,1999-03-25,64322,RAY,Stevenchester,Male,No,Part-time,2025-09-06
0000004569,004569,Stepmother,Gregory,Carol,Jill,,2007-12-05,63424,AUDRAIN,Natalieberg,Female,No,Not in Labor Force,2025-10-25
0000004569,004569,Mother,Gregory,Stacey,Lauren,,1988-02-05,63424,AUDRAIN,Natalieberg,Female,No,Employed,2023-06-09
0000004570,004570,Stepmother,Mendez,Cynthia,,,1990-05-23,63319,RALLS,North Michelle,Female,Yes,Unemployed,2022-09-19
0000004570,004570,Father,Mendez,Christopher,Richard,,1982-01-21,63319,RALLS,North Michelle,Male,No,Not in Labor Force,2021-06-16
0000004571,004571,Foster mother,Taylor,Sandra,Amanda,,1986-08-04,65062,CAMDEN,Laraview,Female,No,Employed,2021-08-08
0000004572,004572,Stepfather,Patterson,Anthony,Matthew,,2003-03-16,63535,SCOTLAND,Juliehaven,Male,Yes,Employed,2025-01-28
0000004572,004572,Grandmother,Manning,Jasmine,Dana,,1973-06-29,63535,SCOTLAND,Juliehaven,Female,No,Employed,2025-11-01
0000004573,004573,Father,Oneal,Robert,James,,1975-02-13,64400,LACLEDE,Wendyshire,Male,Yes,Part-time,2022-06-08
0000004573,004573,Foster mother,Davis,Laurie,Shannon,,1976-10-31,64400,LACLEDE,Wendyshire,Female,Yes,Employed,2022-01-24
0000004574,004574,Uncle,Rhodes,Zachary,Mark,,1977-05-08,65006,OREGON,Simsstad,Male,Yes,Employed,2024-06-22
0000004575,004575,Mother,Summers,Debbie,,,1974-09-28,64235,SCHUYLER,South Christine,Female,No,Employed,2024-05-11
0000004575,004575,Uncle,Scott,Kenneth,,,1991-12-22,64235,SCHUYLER,South Christine,Male,Yes,Part-time,2021-11-25
0000004576,004576,Grandfather,Simon,Jason,,,1982-04-12,65882,WEBSTER,East Catherinefurt,Male,No,Employed,2021-09-03
0000004576,004576,Foster father,Krueger,Joseph,Michael,,1972-04-07,65882,WEBSTER,East Catherinefurt,Male,Yes,Employed,2022-01-15
0000004577,004577,Grandmother,Nguyen,Catherine,Christy,,1999-10-22,64482,JEFFERSON,East Michael,Female,Yes,Employed,2021-12-27
0000004578,004578,Foster mother,Gardner,Mary,Natalie,,1991-10-17,65108,RANDOLPH,South Carlashire,Female,No,Employed,2023-03-18
0000004578,004578,Adoptive parent,Moore,Christopher,Tim,,2006-05-12,65108,RANDOLPH,South Carlashire,Male,No,Employed,2023-11-26
0000004579,004579,Foster father,Hall,Robert,Edward,,1998-01-22,65290,PIKE,Lake Steven,Male,Yes,Employed,2024-02-17
0000004579,004579,Uncle,Oliver,Richard,Adam,,1972-03-16,65290,PIKE,Lake Steven,Male,Yes,Employed,2022-10-02
0000004580,004580,Foster Parent,Stone,Charles,Stanley,,1974-02-01,65038,KNOX,Jasonside,Male,Yes,Employed,2024-08-23
0000004580,004580,Court appointed guardian,Rosales,Juan,,,1986-01-22,65038,KNOX,Jasonside,Male,No,Employed,2022-01-25
0000004581,004581,Foster mother,Paul,Danielle,Hannah,Jr.,1998-03-12,63387,MARIES,Lake Staceyberg,Female,No,Employed,2022-04-15
0000004582,004582,Foster mother,Hunter,April,Erin,,1998-10-03,64571,PETTIS,Mahoneyberg,Female,No,Employed,2022-06-17
0000004582,004582,Grandmother,Arellano,Alejandra,Lindsay,,1984-01-04,64571,PETTIS,Mahoneyberg,Female,Yes,Part-time,2021-12-11
0000004583,004583,Adoptive parent,Chen,Jerry,John,,1991-09-01,64217,WARREN,New Johnton,Male,No,Not in Labor Force,2021-10-21
0000004584,004584,Foster Parent,Sharp,Chase,Cody,,1980-11-30,65134,LINN,Robinsonhaven,Male,Yes,Employed,2025-02-05
0000004584,004584,Foster mother,Nelson,Karen,Kimberly,,1972-12-23,65134,LINN,Robinsonhaven,Female,No,Unemployed,2023-05-11
0000004585,004585,Foster Parent,Johnson,Charles,Edward,,1987-01-11,65587,REYNOLDS,New Lisa,Male,Yes,Employed,2024-10-14
0000004586,004586,Foster Parent,Griffin,Mark,Michael,,1994-12-31,63780,MISSISSIPPI,Joelville,Male,Yes,Employed,2024-04-22
0000004587,004587,Grandfather,Garcia,Todd,,,1989-11-18,63067,DUNKLIN,Port Zachary,Male,No,Employed,2025-11-02
0000004587,004587,Mother,Thomas,Elizabeth,Rebecca,,2003-04-24,63067,DUNKLIN,Port Zachary,Female,Yes,Employed,2023-04-16
0000004588,004588,Mother,Matthews,Janice,,,1992-11-20,65365,NEWTON,New Matthewstad,Female,Yes,Employed,2024-11-19
0000004588,004588,Stepfather,Matthews,Corey,,,1991-11-20,65365,NEWTON,New Matthewstad,Male,No,Employed,2021-04-09
0000004589,004589,Grandmother,Orr,Tonya,Brianna,,2004-10-14,64115,ST. FRANCOIS,West Rebeccashire,Female,Yes,Not in Labor Force,2021-06-03
0000004589,004589,Foster Parent,Reyes,William,Michael,,1996-10-12,64115,ST. FRANCOIS,West Rebeccashire,Male,No,Employed,2025-07-19
0000004590,004590,Aunt,Thompson,Pamela,Hannah,,1996-03-26,65527,SCOTT,Meganview,Female,Yes,Unemployed,2024-12-18
0000004590,004590,Stepfather,Andrews,Calvin,Anthony,,2007-01-22,65527,SCOTT,Meganview,Male,No,Employed,2026-02-05
0000004591,004591,Adoptive parent,Drake,Jose,Roger,,2002-01-31,64809,SHELBY,Port Jeanetteport,Male,Yes,Employed,2024-04-25
0000004591,004591,Uncle,Barrera,David,Brian,,1997-05-25,64809,SHELBY,Port Jeanetteport,Male,Yes,Not in Labor Force,2022-09-28
0000004592,004592,Aunt,Vargas,Kelly,Jamie,,1998-06-11,64379,PIKE,Jillianhaven,Female,Yes,Employed,2025-07-14
0000004593,004593,Stepfather,Roberts,Alexander,,,1987-06-10,65712,ST. CLAIR,Blakemouth,Male,Yes,Employed,2021-06-06
0000004594,004594,Stepfather,Conrad,Michael,Kenneth,,1982-12-05,63382,GASCONADE,Kristenborough,Male,Yes,Employed,2025-07-04
0000004594,004594,Father,Conrad,Charles,Robert,,1987-06-22,63382,GASCONADE,Kristenborough,Male,Yes,Employed,2021-03-14
0000004595,004595,Aunt,Torres,Jennifer,Jill,,1989-03-10,64367,JACKSON,Lake Elijah,Female,Yes,Employed,2023-09-18
0000004595,004595,Adoptive parent,Sims,William,Adam,,1985-04-24,64367,JACKSON,Lake Elijah,Male,Yes,Employed,2024-08-09
0000004596,004596,Court appointed guardian,Trujillo,William,,,1986-07-12,64724,DUNKLIN,Peckview,Male,No,Employed,2025-12-06
0000004597,004597,Stepfather,Suarez,Devon,Sergio,,2005-01-17,64938,JEFFERSON,East Jaymouth,Male,No,Part-time,2025-07-21
0000004598,004598,Uncle,Kim,Willie,Timothy,,1990-12-12,64640,FRANKLIN,Carlsonton,Male,Yes,Unemployed,2024-02-02
0000004598,004598,Mother,Shepherd,Vanessa,,,1982-03-11,64640,FRANKLIN,Carlsonton,Female,Yes,Employed,2025-08-21
0000004599,004599,Adoptive parent,Cox,Steven,Nathan,,1976-04-26,64281,WARREN,Patriciaport,Male,No,Employed,2021-11-17
0000004599,004599,Aunt,Sandoval,Katherine,Kristen,,1989-04-25,64281,WARREN,Patriciaport,Female,Yes,Part-time,2025-09-02
0000004600,004600,Foster Parent,Wyatt,Michael,Nathaniel,,1984-08-06,65831,OREGON,Sandraville,Male,Yes,Employed,2025-03-11
0000004601,004601,Father,Peterson,Michael,Jordan,,1976-02-26,63065,COLE,Hopkinsfort,Male,No,Not in Labor Force,2025-03-23
0000004602,004602,Grandmother,Wheeler,Katherine,Rachel,,1985-08-18,64371,STE. GENEVIEVE,East Kimberlychester,Female,No,Employed,2023-12-10
0000004602,004602,Foster Parent,Johns,Joel,John,,1985-08-16,64371,STE. GENEVIEVE,East Kimberlychester,Male,Yes,Unemployed,2024-12-25
0000004603,004603,Grandfather,Gillespie,Benjamin,Caleb,,1972-02-18,63059,GREENE,Turnerberg,Male,No,Employed,2025-07-29
0000004604,004604,Adoptive parent,Hernandez,Michael,Kenneth,,1995-04-09,63066,JASPER,Wardland,Male,Yes,Employed,2022-04-07
0000004604,004604,Foster father,Thomas,Steven,Randy,Sr.,1971-04-12,63066,JASPER,Wardland,Male,No,Employed,2024-11-03
0000004605,004605,Foster mother,Drake,Carol,Jo,,1970-05-01,64785,OZARK,West Dakota,Female,No,Part-time,2025-11-13
0000004606,004606,Father,Morgan,Benjamin,,,1999-02-16,65119,LIVINGSTON,Matthewbury,Male,Yes,Employed,2023-08-02
0000004606,004606,Foster mother,Williams,Nicole,,,1991-08-14,65119,LIVINGSTON,Matthewbury,Female,Yes,Employed,2023-08-10
0000004607,004607,Mother,Rogers,Dana,Molly,,1986-03-11,63354,TEXAS,Sandraburgh,Female,Yes,Employed,2023-07-28
0000004608,004608,Grandfather,Clark,Austin,Jeffrey,,2001-03-14,65826,STODDARD,East Nathan,Male,Yes,Employed,2026-02-09
0000004608,004608,Stepmother,Booker,Wendy,Dana,,1993-11-14,65826,STODDARD,East Nathan,Female,No,Employed,2024-10-06
0000004609,004609,Grandfather,Moses,Christopher,Eric,,1973-06-02,63625,MADISON,Perryton,Male,No,Employed,2022-04-25
0000004609,004609,Stepmother,Valencia,Kimberly,Lisa,,1986-12-20,63625,MADISON,Perryton,Female,No,Employed,2022-10-02
0000004610,004610,Grandfather,Smith,Aaron,Steve,,2005-04-10,64161,DAVIESS,North Wesleyton,Male,Yes,Employed,2022-02-11
0000004610,004610,Grandmother,Sawyer,Samantha,Pamela,,1971-07-25,64161,DAVIESS,North Wesleyton,Female,No,Not in Labor Force,2021-09-01
0000004611,004611,Mother,Davis,Jessica,Sara,,1988-10-07,63897,MARIES,Erinside,Female,No,Employed,2021-09-18
0000004611,004611,Aunt,Bernard,Angela,,,1990-09-02,63897,MARIES,Erinside,Female,No,Unemployed,2023-12-17
0000004612,004612,Uncle,Rich,Justin,Michael,,1972-02-24,65520,CAPE GIRARDEAU,East Peter,Male,No,Part-time,2021-12-13
0000004612,004612,Aunt,Wagner,Sandra,Elizabeth,,1972-08-08,65520,CAPE GIRARDEAU,East Peter,Female,No,Employed,2023-01-15
0000004613,004613,Grandmother,Adams,Elizabeth,Christie,,1984-03-08,65789,ST. CHARLES,Port Casey,Female,No,Employed,2024-05-19
0000004613,004613,Adoptive parent,Swanson,Jeffrey,Zachary,,1991-10-21,65789,ST. CHARLES,Port Casey,Male,Yes,Unemployed,2022-09-03
0000004614,004614,Foster Parent,Anderson,Joshua,Kenneth,,1982-10-03,65879,COLE,Debbietown,Male,Yes,Employed,2023-09-10
0000004614,004614,Foster mother,Moon,Sarah,Michelle,,1988-09-22,65879,COLE,Debbietown,Female,Yes,Employed,2022-12-31
0000004615,004615,Mother,Farmer,Elizabeth,,,2001-09-04,64177,ST. LOUIS CITY,New Christian,Female,No,Employed,2024-03-04
0000004615,004615,Grandmother,Henson,Sarah,Julie,,1972-02-21,64177,ST. LOUIS CITY,New Christian,Female,Yes,Unemployed,2025-12-24
0000004616,004616,Stepmother,Martin,Brittany,Marissa,,1987-10-06,65876,NODAWAY,Brandonborough,Female,Yes,Employed,2024-03-20
0000004616,004616,Aunt,Gilbert,Karen,,,1984-09-15,65876,NODAWAY,Brandonborough,Female,Yes,Unemployed,2022-05-21
0000004617,004617,Foster father,Barker,Bryan,Timothy,,1992-12-24,63839,WARREN,Sanchezshire,Male,Yes,Employed,2022-10-02
0000004617,004617,Grandfather,Tran,Sean,Andre,,2004-09-18,63839,WARREN,Sanchezshire,Male,Yes,Employed,2023-03-28
0000004618,004618,Uncle,Rodriguez,Anthony,Robert,,1972-01-15,63112,HARRISON,Stoneland,Male,Yes,Employed,2025-03-02
0000004619,004619,Uncle,Foster,Zachary,,,1978-05-27,64231,CARROLL,Stonechester,Male,Yes,Unemployed,2021-12-20
0000004620,004620,Aunt,Patterson,Brittany,Tracy,,2003-10-11,64259,OZARK,Lake Alan,Female,Yes,Employed,2022-10-21
0000004620,004620,Stepmother,Macias,Regina,Michelle,,1979-12-30,64259,OZARK,Lake Alan,Female,No,Employed,2022-11-15
0000004621,004621,Court appointed guardian,Brewer,Christopher,Mark,,1975-03-26,64859,JASPER,Grahamfort,Male,Yes,Employed,2022-07-08
0000004621,004621,Stepmother,Carter,Sharon,,,1983-04-19,64859,JASPER,Grahamfort,Female,Yes,Employed,2022-03-03
0000004622,004622,Mother,Gutierrez,Lisa,,,1994-01-06,65290,HICKORY,Melanieview,Female,No,Employed,2023-05-24
0000004623,004623,Uncle,Barker,Matthew,,,1975-03-17,63229,SCOTLAND,Greenechester,Male,No,Part-time,2021-04-28
0000004623,004623,Foster father,Hernandez,Douglas,William,,2004-03-23,63229,SCOTLAND,Greenechester,Male,No,Unemployed,2021-12-29
0000004624,004624,Uncle,Greer,Vincent,Leroy,,1976-12-30,65029,DALLAS,Lake Heatherfort,Male,Yes,Part-time,2024-07-17
0000004625,004625,Grandmother,James,Monique,Megan,,1985-10-02,63279,NODAWAY,Paulmouth,Female,No,Employed,2024-06-28
0000004625,004625,Foster Parent,Butler,Adam,,,1974-09-28,63279,NODAWAY,Paulmouth,Male,No,Employed,2025-10-11
0000004626,004626,Foster mother,Donovan,Jennifer,Gabrielle,,1985-04-23,64548,WARREN,Port Ashley,Female,Yes,Employed,2021-08-17
0000004626,004626,Grandfather,Young,Gregory,Thomas,,1983-12-30,64548,WARREN,Port Ashley,Male,No,Not in Labor Force,2023-12-02
0000004627,004627,Mother,Rivera,Rebecca,Kimberly,,1972-04-12,65288,KNOX,Powellberg,Female,Yes,Employed,2025-12-12
0000004628,004628,Grandfather,Ross,Michael,Anthony,,1971-04-15,63135,DENT,Port Angelashire,Male,No,Employed,2023-04-10
0000004629,004629,Stepmother,Price,Melinda,Pamela,,1988-05-25,65037,CAMDEN,Contrerashaven,Female,No,Unemployed,2025-02-21
0000004630,004630,Uncle,Graham,Mark,Cole,,1971-09-07,63602,MONITEAU,New Kimberly,Male,No,Not in Labor Force,2025-02-16
0000004630,004630,Foster Parent,Fernandez,Nicholas,Scott,,2005-01-02,63602,MONITEAU,New Kimberly,Male,No,Employed,2025-09-05
0000004631,004631,Uncle,Lynch,Jeffery,David,,2004-03-07,64932,CLINTON,West Patrick,Male,No,Employed,2023-08-17
0000004632,004632,Aunt,Potts,Brenda,,,1979-06-03,65879,SCOTT,South Jasmine,Female,No,Employed,2024-01-30
0000004632,004632,Uncle,Shelton,Trevor,Adam,,1997-09-20,65879,SCOTT,South Jasmine,Male,No,Employed,2023-08-27
0000004633,004633,Father,Joseph,Joseph,Christopher,,2003-06-07,64131,WAYNE,New Robert,Male,Yes,Employed,2024-01-15
0000004634,004634,Father,Stuart,Robert,Craig,,1970-05-30,63905,RALLS,Masonton,Male,No,Employed,2024-06-16
0000004635,004635,Stepfather,Cruz,Louis,,,1974-05-05,65417,MONROE,Emmamouth,Male,No,Employed,2022-10-22
0000004636,004636,Court appointed guardian,Williams,Jason,,,1980-05-29,65595,TANEY,Margaretmouth,Male,Yes,Part-time,2023-07-25
0000004637,004637,Foster father,Gonzalez,Brian,,,1988-01-31,65012,SALINE,Carlosberg,Male,Yes,Employed,2024-06-26
0000004637,004637,Grandmother,Romero,Alicia,Christine,,2003-06-17,65012,SALINE,Carlosberg,Female,Yes,Not in Labor Force,2023-07-31
0000004638,004638,Court appointed guardian,Williams,Anthony,Cody,,1997-10-13,64819,OZARK,Greenview,Male,No,Employed,2025-11-06
0000004638,004638,Stepmother,Mendoza,Teresa,Holly,,1994-12-16,64819,OZARK,Greenview,Female,Yes,Employed,2021-09-12
0000004639,004639,Aunt,Bender,Kimberly,,,1992-02-26,63388,FRANKLIN,South Benjamin,Female,No,Employed,2025-09-11
0000004639,004639,Adoptive parent,Lopez,Anthony,Frederick,,1993-03-04,63388,FRANKLIN,South Benjamin,Male,No,Employed,2022-06-22
0000004640,004640,Stepmother,Lee,Courtney,,,1983-08-28,64865,TEXAS,Laurenburgh,Female,No,Employed,2024-06-22
0000004640,004640,Uncle,Harris,Shawn,,,1977-08-20,64865,TEXAS,Laurenburgh,Male,Yes,Not in Labor Force,2024-03-14
0000004641,004641,Court appointed guardian,Newman,Michael,Daniel,,1973-05-04,64266,SCOTLAND,Ramosmouth,Male,Yes,Unemployed,2022-01-08
0000004642,004642,Uncle,Pope,Eric,,,1975-07-08,63980,ADAIR,Lake Autumnshire,Male,No,Employed,2023-09-25
0000004642,004642,Father,Wright,Mark,Dale,,1996-06-19,63980,ADAIR,Lake Autumnshire,Male,Yes,Employed,2022-03-31
0000004643,004643,Stepfather,Smith,Mark,,,1979-03-27,63534,SHANNON,Robertville,Male,Yes,Employed,2021-11-08
0000004643,004643,Father,Smith,John,Jay,,1992-03-07,63534,SHANNON,Robertville,Male,Yes,Employed,2025-08-11
0000004644,004644,Foster Parent,Webb,Rodney,Michael,,1995-01-17,64148,BATES,Lake Joseborough,Male,No,Employed,2022-08-24
0000004645,004645,Stepfather,Mckinney,Steven,,,2003-03-02,65037,LAWRENCE,Nolanchester,Male,Yes,Employed,2021-03-19
0000004645,004645,Adoptive parent,Martinez,Mark,Jose,,1971-04-28,65037,LAWRENCE,Nolanchester,Male,No,Employed,2024-11-12
0000004646,004646,Adoptive parent,Smith,Theodore,Nathan,,1997-10-28,64586,HOWELL,Port Joshuaborough,Male,No,Employed,2023-12-13
0000004647,004647,Uncle,Rose,Jason,James,,1983-01-22,63025,PLATTE,Lake Madisonton,Male,No,Employed,2026-02-03
0000004647,004647,Foster mother,Little,Christina,,,1977-06-03,63025,PLATTE,Lake Madisonton,Female,Yes,Part-time,2022-05-14
0000004648,004648,Grandfather,Phillips,Michael,Joe,,1987-06-21,64783,SALINE,Stephenport,Male,Yes,Employed,2025-01-22
0000004649,004649,Foster mother,Romero,Meghan,,,2006-03-21,65167,MONTGOMERY,West Melaniefort,Female,No,Employed,2021-05-20
0000004649,004649,Father,Cox,Craig,William,,2003-02-14,65167,MONTGOMERY,West Melaniefort,Male,No,Employed,2022-03-06
0000004650,004650,Foster mother,Nguyen,Christy,Michele,,1986-03-06,64022,PERRY,Davisville,Female,No,Unemployed,2022-09-20
0000004650,004650,Stepmother,Jensen,Connie,Tina,,2005-06-21,64022,PERRY,Davisville,Female,Yes,Not in Labor Force,2021-08-23
0000004651,004651,Foster father,Hogan,Tom,,,1985-03-03,64743,ATCHISON,North Larry,Male,Yes,Part-time,2025-02-25
0000004651,004651,Court appointed guardian,Hawkins,Nicholas,Raymond,,2004-04-17,64743,ATCHISON,North Larry,Male,Yes,Employed,2022-08-05
0000004652,004652,Aunt,Becker,Sharon,,,1987-04-18,65381,PUTNAM,Davidton,Female,Yes,Employed,2025-12-06
0000004652,004652,Grandmother,Berg,Jennifer,,,1983-07-03,65381,PUTNAM,Davidton,Female,Yes,Employed,2025-05-18
0000004653,004653,Adoptive parent,Adams,Adam,,,1994-11-12,65119,GRUNDY,North Richard,Male,No,Unemployed,2025-03-11
0000004653,004653,Court appointed guardian,Smith,Richard,,,1986-11-23,65119,GRUNDY,North Richard,Male,No,Employed,2022-05-03
0000004654,004654,Grandfather,Morales,Tim,,,1993-08-07,63284,MISSISSIPPI,Rodriguezmouth,Male,No,Not in Labor Force,2021-10-22
0000004655,004655,Foster Parent,Holmes,Shawn,Chad,,1971-02-23,64178,MILLER,South Julian,Male,No,Employed,2022-01-28
0000004655,004655,Court appointed guardian,Smith,Eric,,,1992-06-24,64178,MILLER,South Julian,Male,Yes,Employed,2023-08-08
0000004656,004656,Father,Coleman,Brad,Steven,,1970-04-19,65846,GRUNDY,Raymondton,Male,Yes,Unemployed,2022-02-01
0000004656,004656,Court appointed guardian,Mccoy,David,,,1996-11-11,65846,GRUNDY,Raymondton,Male,No,Employed,2026-01-28
