Child DCN,Child MOSIS ID,LastName,FirstName,MiddleName,GenerationCode,BirthDate,PostalCode,AddressCountyName,City,ResponsibleOrganizationIdentifier,RefSex.Description,RefRace.Description,HispanicLatinoEthnicity,FosterCareStartDate,FosterCareEndDate,ChildAbuseNeglect,RefLanguage.Description,HomelessnessStatus,MigrantStatus,RefParentMaritalStatus.Description,FamilyMemberIncarcerated,FamilyMemberSubstanceUseAbuse,LossOfParent,PercentOfFederalPovertyLevel,FamilyIncome,NumberOfPeopleInFamily,HouseholdMemberDepressedOrMentallyIll,WeightAtBirth,WeeksOfGestation,num_participation_episodes,total_attendance_days,num_enrollment_gaps,max_gap_days,has_gap_over_6mo,avg_attendance_days,num_screenings_completed,screening_completion_rate,num_immunizations,immunization_compliance_rate,missed_screening,has_disability,has_outcomes_data,avg_cos_rating,low_outcomes,homelessness_flag,migrant_flag,abuse_flag,incarcerated_flag,substance_flag,depression_flag,loss_parent_flag,in_foster_care,deep_poverty,num_household_stressors,stability_score,engagement_score,developmental_score,context_score,composite_risk_score,risk_tier,programs_enrolled,total_enrollments
3422,3422,Anderson,Eric,Dominic,,2018-06-05,64829,DADE,Christophermouth,29806,Not selected,Asian,No,,,False,English,False,False,Married,False,False,False,164,28699,4,False,4021,40,3,371,0,0,False,123.66666666666667,3,0.5,22,1.0,True,False,True,4.125,False,False,False,False,False,False,False,False,True,False,0,0,17.5,0,20,8.375,Low,"Childcare Subsidy, Child Care",3
3423,3423,Howard,Randy,Taylor,,2019-04-10,63552,LINCOLN,New Gregory,57780,Male,White,No,,,False,English,False,False,Single,False,False,False,52,47196,7,True,2338,38,2,255,0,0,False,127.5,5,0.8333333333333334,19,1.0,False,False,True,2.5,True,False,False,False,False,False,True,False,True,True,1,0,5.833333333333332,35,50,20.208333333333332,Low,"Early Head Start, Childcare Subsidy",2
3424,3424,Mooney,Lindsey,Karen,,2018-05-19,64693,NEWTON,South Jeffreyberg,73257,Female,White,No,,,False,English,False,False,Divorced,False,False,False,321,75732,2,False,3832,42,1,24,0,0,False,24.0,5,0.8333333333333334,21,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Home Visiting,1
3425,3425,Maddox,Nicole,,,2018-08-08,64163,MONITEAU,Port Jerryburgh,68144,Female,White,No,,,True,English,False,False,Divorced,False,False,True,39,18400,3,False,2415,28,3,171,0,0,False,57.0,4,0.6666666666666666,14,1.0,False,False,True,2.5,True,False,False,True,False,False,False,True,True,True,1,0,51.66666666666667,35,65,34.66666666666667,Moderate,"Child Care, Home Visiting, Childcare Subsidy",3
3426,3426,Nicholson,Eric,Richard,,2018-11-04,63357,CAMDEN,East Edwardchester,15913,Male,White,Yes,,,False,English,False,False,Divorced,False,False,False,268,77001,6,False,4300,39,2,189,0,0,False,94.5,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Childcare Subsidy, Child Care",2
3427,3427,Rodriguez,Brenda,,,2020-06-14,65219,MONROE,Lake John,69306,Not selected,American Indian or Alaska Native,No,2025-03-04,2026-02-26,False,English,False,False,Separated,False,False,False,103,42197,6,False,2917,40,5,508,3,286,True,101.6,4,0.6666666666666666,17,1.0,False,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,85,11.666666666666668,35,20,41.16666666666667,High,"Child Care, Childcare Subsidy, State Pre-K, First Steps",5
3428,3428,Miller,Courtney,Lindsey,,2019-12-19,64579,LIVINGSTON,North Briantown,59839,Female,White,No,2024-05-20,,False,English,False,False,Divorced,False,False,False,144,42831,3,False,1930,39,1,12,0,0,False,12.0,6,1.0,17,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,Early Intervention,1
3429,3429,Garcia,Bonnie,Matthew,,2018-05-28,63012,CAMDEN,East Meagan,15371,Not selected,White,No,,,False,English,False,False,Single,False,False,False,17,22970,7,True,2940,38,2,27,1,111,False,13.5,2,0.3333333333333333,15,1.0,True,False,True,3.375,True,False,False,False,False,False,True,False,True,True,1,35,63.333333333333336,35,50,45.083333333333336,High,"Home Visiting, First Steps",2
3430,3430,Campbell,Jennifer,,,2021-03-07,64034,ST. CHARLES,Brownstad,98983,Not selected,White,No,,,True,English,False,False,Single,False,False,False,163,47070,6,False,3030,35,2,100,0,0,False,50.0,6,1.0,19,1.0,False,False,True,3.875,True,False,False,True,False,False,False,False,True,False,0,0,40.0,35,35,25.75,Moderate,"Home Visiting, State Pre-K",2
3431,3431,Smith,Carol,,,2021-05-10,64349,RALLS,Rileyberg,87952,Not selected,White,No,,,False,English,False,False,Married,False,False,False,148,24255,4,False,2839,42,1,18,0,0,False,18.0,5,0.8333333333333334,18,1.0,False,False,True,1.75,True,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,35,20,30.208333333333332,Moderate,Home Visiting,1
3432,3432,Acosta,Dustin,Richard,,2021-10-14,63813,WRIGHT,East Julia,115543,Male,White,No,,,False,English,False,False,Single,False,False,False,51,49081,3,False,2553,41,2,96,0,0,False,48.0,4,0.6666666666666666,16,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,True,0,20,51.66666666666667,0,45,27.916666666666668,Moderate,"Home Visiting, Child Care",2
3433,3433,Owens,James,Mark,,2019-06-26,65327,DOUGLAS,West Martinport,34491,Male,White,No,,,False,Russian,False,False,Divorced,False,False,False,258,88424,5,False,3937,32,2,243,0,0,False,121.5,6,1.0,22,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Child Care, Head Start",2
3434,3434,Smith,Dwayne,David,,2019-03-24,65561,CARROLL,New Kennethstad,17237,Male,White,No,,,False,English,False,False,Divorced,False,False,False,377,74389,3,False,2539,29,1,13,0,0,False,13.0,5,0.8333333333333334,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Early Intervention,1
3435,3435,Mora,Lisa,Susan,,2018-04-11,65778,PIKE,Dicksonchester,82964,Female,White,No,,,True,English,False,False,Divorced,True,False,False,51,3853,3,False,3809,38,5,261,4,174,False,52.2,2,0.3333333333333333,10,0.8333333333333334,True,False,True,2.75,True,False,False,True,True,False,False,False,True,True,1,75,67.5,35,65,61.125,High,"Home Visiting, Childcare Subsidy, State Pre-K, Child Care",5
3436,3436,Morgan,Michael,,,2018-02-16,64434,HICKORY,Gregoryfort,43585,Male,White,No,,,False,English,False,False,Divorced,False,False,False,290,76703,3,False,2576,40,1,130,0,0,False,130.0,5,0.8333333333333334,22,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Child Care,1
3437,3437,Johnson,Katherine,Carl,,2020-06-20,64910,SCOTLAND,New Christopher,94882,Not selected,White,No,,,False,English,False,False,Married,False,False,False,139,32378,7,False,3075,37,2,119,0,0,False,59.5,4,0.6666666666666666,15,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,0,20,16.916666666666668,Low,"Early Head Start, Early Intervention",2
3438,3438,Russell,Manuel,Amy,Jr.,2021-08-12,64342,CASS,Port Jenniferton,19710,Not selected,White,No,,,False,English,False,False,Married,False,False,False,8,3669,3,False,3236,37,1,103,0,0,False,103.0,3,0.5,18,1.0,True,False,True,1.75,True,False,False,False,False,False,False,False,True,True,0,0,17.5,35,45,22.125,Low,Early Head Start,1
3439,3439,Myers,David,Michael,,2019-05-10,64182,VERNON,Johnsonfort,109880,Male,White,No,,,False,English,False,False,Divorced,False,False,False,299,64847,4,False,3194,38,2,142,0,0,False,71.0,5,0.8333333333333334,20,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,45.83333333333333,0,20,15.458333333333332,Low,"Home Visiting, State Pre-K",2
3440,3440,Hernandez,James,John,,2019-07-24,63150,CHRISTIAN,Martinezstad,22880,Not selected,White,No,2023-04-24,,False,English,False,False,Married,False,False,False,65,24928,2,False,3705,41,1,83,0,0,False,83.0,5,0.8333333333333334,19,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,True,0,20,5.833333333333332,0,45,16.458333333333332,Low,Early Head Start,1
3441,3441,Cardenas,Benjamin,Charles,,2021-07-17,64143,LAWRENCE,Deborahstad,55680,Male,White,No,,,False,English,False,False,Divorced,False,False,False,31,17118,2,False,4455,37,3,150,0,0,False,50.0,3,0.5,17,1.0,True,False,True,2.375,True,False,False,False,False,False,False,False,True,True,0,0,57.5,35,45,32.125,Moderate,"Home Visiting, Child Care, Childcare Subsidy",3
3442,3442,Mitchell,Thomas,Bradley,,2019-06-15,64519,CLAY,New Larry,24782,Male,White,No,,,False,English,False,False,Separated,False,False,False,171,41604,2,False,2525,39,2,237,1,92,False,118.5,4,0.6666666666666666,17,1.0,False,True,True,3.875,True,False,False,False,False,False,False,False,True,False,0,15,11.666666666666668,75,20,30.166666666666668,Moderate,"Child Care, Early Head Start",2
3443,3443,Francis,Anthony,,,2021-02-25,64014,WAYNE,Greerbury,112673,Not selected,Black or African American,No,,,False,English,False,False,Separated,False,False,False,106,22514,2,False,3328,34,1,10,0,0,False,10.0,3,0.5,19,1.0,True,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,20,57.5,0,20,24.375,Moderate,Home Visiting,1
3444,3444,Hernandez,Kimberly,Susan,,2020-12-10,64954,BOONE,Lake Heidi,10530,Female,White,No,,,False,English,False,False,Separated,False,False,False,270,68303,6,False,3965,41,2,202,0,0,False,101.0,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"First Steps, Child Care",2
3445,3445,Hopkins,David,Gregory,,2021-09-03,65785,STE. GENEVIEVE,Jamesborough,103989,Male,American Indian or Alaska Native,No,,,False,English,False,False,Married,False,False,False,44,8093,3,False,2432,39,2,206,0,0,False,103.0,2,0.3333333333333333,14,1.0,True,True,True,2.5,True,False,False,False,False,False,False,False,True,True,0,0,23.333333333333336,75,45,33.583333333333336,Moderate,"Childcare Subsidy, Early Head Start",2
3446,3446,Reeves,Karen,Tracey,,2019-03-03,64253,NODAWAY,South Donnaborough,74119,Female,White,No,,,False,English,True,False,Single,False,False,False,174,41805,2,False,3750,41,1,52,0,0,False,52.0,3,0.5,18,1.0,True,False,True,4.75,False,True,False,False,False,False,False,False,True,False,0,20,57.5,0,45,29.375,Moderate,Childcare Subsidy,1
3447,3447,Peterson,Tyler,,,2019-06-09,65595,WORTH,West Paulahaven,114481,Not selected,White,No,,,False,English,True,False,Separated,False,False,False,58,41909,2,False,3224,41,2,85,0,0,False,42.5,6,1.0,20,1.0,False,False,True,3.75,True,True,False,False,False,False,False,False,True,True,0,20,40.0,35,70,38.75,High,"Early Intervention, Child Care",2
3448,3448,Contreras,Anna,Peggy,,2021-04-04,63077,JEFFERSON,Port Paulstad,50910,Female,White,No,,,False,English,False,False,Divorced,False,False,False,345,78862,6,False,4044,41,3,379,0,0,False,126.33333333333333,6,1.0,18,1.0,False,False,True,4.833333333333333,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Child Care, State Pre-K",3
3449,3449,Carter,Jeffrey,,Sr.,2019-09-25,64290,KNOX,Wallacebury,52360,Male,White,Yes,,,False,English,False,False,Separated,False,False,False,285,49510,7,False,3972,38,1,35,0,0,False,35.0,3,0.5,21,1.0,True,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,20,57.5,0,20,24.375,Moderate,First Steps,1
3450,3450,Freeman,Jacob,Robert,,2021-08-08,65396,TEXAS,Lesliestad,108288,Male,White,No,,,False,English,False,False,Married,False,False,False,54,40950,5,False,3719,39,5,356,1,111,False,71.2,3,0.5,19,1.0,True,False,True,2.25,True,False,False,False,False,False,False,False,True,True,0,30,57.5,35,45,41.125,High,"Childcare Subsidy, Child Care, Early Head Start, First Steps",5
3451,3451,Clements,Lindsey,John,,2020-12-11,64319,SCHUYLER,Emilymouth,93713,Not selected,Black or African American,No,,,False,English,False,False,Separated,False,False,False,229,75929,7,False,2502,38,2,221,1,31,False,110.5,5,0.8333333333333334,21,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,0,20,9.958333333333332,Low,"Early Intervention, Child Care",2
3452,3452,Jenkins,James,John,,2020-07-03,63411,RIPLEY,Dixonshire,91963,Male,White,No,,,False,English,False,False,Single,False,False,False,235,72761,6,True,2043,40,1,44,0,0,False,44.0,6,1.0,22,1.0,False,False,True,5.75,False,False,False,False,False,False,True,False,True,False,1,20,40.0,0,25,21.0,Low,Early Intervention,1
3453,3453,Lane,Fred,Lisa,,2019-08-09,65330,CASS,Mariatown,19674,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,64,20145,3,False,4152,39,3,87,0,0,False,29.0,2,0.3333333333333333,8,0.6666666666666666,True,True,True,2.3333333333333335,True,False,False,False,False,False,False,False,True,True,0,20,71.66666666666667,75,45,51.66666666666667,High,"Home Visiting, Childcare Subsidy, Early Intervention",3
3454,3454,Benjamin,Mario,Ethan,,2020-12-07,64169,BOONE,New Robert,10057,Male,White,No,,,False,English,False,False,Married,False,False,False,89,23032,2,True,2836,38,2,27,0,0,False,13.5,5,0.8333333333333334,17,1.0,False,False,True,4.5,False,False,False,False,False,False,True,False,True,True,1,20,45.83333333333333,0,50,27.458333333333332,Moderate,"Home Visiting, Early Intervention",2
3455,3455,Trevino,Timothy,,,2018-07-09,63797,LAWRENCE,Port Emily,55214,Male,White,No,2019-10-18,,False,English,False,False,Separated,False,False,False,181,27137,5,True,2678,37,2,116,0,0,False,58.0,3,0.5,16,1.0,True,False,True,3.75,True,False,False,False,False,False,True,False,True,False,1,0,57.5,35,25,28.125,Moderate,"First Steps, State Pre-K",2
3456,3456,Liu,Katie,Karen,,2020-01-28,64620,RALLS,Whitebury,87097,Not selected,White,No,,,True,English,False,False,Single,False,False,False,50,24979,2,False,4138,42,2,70,0,0,False,35.0,3,0.5,11,0.9166666666666666,True,False,True,3.0,True,False,False,True,False,False,False,False,True,True,0,20,59.583333333333336,35,60,41.645833333333336,High,"First Steps, Child Care",2
3457,3457,Silva,Michaela,Lisa,Sr.,2018-07-04,64112,WRIGHT,West Gail,115446,Female,White,No,,,False,English,False,False,Single,False,False,False,67,36545,5,True,4031,38,3,193,0,0,False,64.33333333333333,4,0.6666666666666666,20,1.0,False,False,True,3.625,True,False,False,False,False,False,True,False,True,True,1,0,51.66666666666667,35,50,31.666666666666668,Moderate,"Child Care, Childcare Subsidy, Early Intervention",3
3458,3458,Rodriguez,Dillon,David,,2018-06-14,64656,LINCOLN,Meltonstad,57537,Not selected,White,No,,,False,English,False,False,Married,False,False,False,189,27520,4,False,3181,28,1,126,0,0,False,126.0,5,0.8333333333333334,17,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,35,20,14.208333333333332,Low,Childcare Subsidy,1
3459,3459,Carter,Charlotte,Rachel,,2020-03-18,63494,DALLAS,Murraytown,30233,Female,White,No,,,False,English,False,False,Separated,False,False,True,129,34761,4,False,2846,39,1,4,0,0,False,4.0,4,0.6666666666666666,17,1.0,False,False,True,4.5,False,False,False,False,False,False,False,True,True,False,1,20,51.66666666666667,0,25,23.916666666666668,Low,Home Visiting,1
3460,3460,Bradley,Gregory,Johnathan,,2020-03-07,64979,LINN,West Darren,58216,Male,White,No,,,False,English,False,False,Married,False,False,False,198,34919,4,True,2839,38,3,333,0,0,False,111.0,4,0.6666666666666666,15,1.0,False,False,True,4.0,False,False,False,False,False,False,True,False,True,False,1,0,11.666666666666668,0,25,7.916666666666667,Low,"Early Head Start, Childcare Subsidy, Head Start",3
3461,3461,Johnson,Helen,Brett,,2021-10-17,63663,GREENE,Lake Cheryl,39720,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,378,60259,4,True,3672,39,2,301,0,0,False,150.5,5,0.8333333333333334,21,1.0,False,False,True,5.625,False,False,False,False,False,False,True,False,True,False,1,0,5.833333333333332,0,25,6.458333333333333,Low,"Child Care, Head Start",2
3462,3462,Randall,Eileen,Kristi,,2021-08-26,64903,MORGAN,Port John,71413,Female,White,No,,,False,English,False,False,Married,False,False,False,165,38557,6,False,4481,42,3,169,0,0,False,56.333333333333336,4,0.6666666666666666,18,1.0,False,False,True,3.5,True,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,35,20,25.666666666666668,Moderate,"Early Intervention, First Steps, Head Start",3
3463,3463,Brown,Nicholas,Christopher,,2019-03-03,64591,MADISON,Levifurt,62559,Male,White,No,,,False,English,False,False,Divorced,False,False,False,313,56235,6,False,3303,39,2,281,0,0,False,140.5,6,1.0,21,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Child Care, Early Head Start",2
3464,3464,Wallace,Katie,,,2018-07-21,64024,CAMDEN,Gonzalezbury,15718,Not selected,Black or African American,No,,,False,English,True,False,Separated,False,True,False,66,3269,2,False,4462,37,1,35,0,0,False,35.0,3,0.5,17,1.0,True,False,True,1.0,True,True,False,False,False,True,False,False,True,True,1,20,57.5,35,75,44.125,High,Child Care,1
3465,3465,Morton,Samuel,Richard,,2020-09-06,63267,GASCONADE,Gonzalezville,37541,Male,White,No,,,False,English,True,False,Divorced,False,True,True,99,11233,7,False,3023,40,1,71,0,0,False,71.0,3,0.5,15,1.0,True,True,True,3.5,True,True,False,False,False,True,False,True,True,True,2,20,57.5,75,80,55.125,High,Child Care,1
3466,3466,Hernandez,Devon,Laura,Jr.,2019-02-04,64358,COOPER,Lake Ericaport,27638,Not selected,White,No,,,False,English,False,False,Married,False,False,False,199,69567,2,False,2964,29,5,557,0,0,False,111.4,5,0.8333333333333334,21,1.0,False,False,True,4.333333333333333,False,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,0,20,9.958333333333332,Low,"First Steps, State Pre-K, Early Intervention, Head Start, Child Care",5
3467,3467,King,Joseph,Paul,,2018-06-23,63050,REYNOLDS,East Victoria,90520,Not selected,White,No,,,False,Russian,False,False,Married,False,False,False,165,24622,5,False,3779,38,3,187,0,0,False,62.333333333333336,4,0.6666666666666666,18,1.0,False,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,35,20,25.666666666666668,Moderate,"Early Intervention, State Pre-K, Childcare Subsidy",3
3468,3468,James,Samuel,Michael,,2021-07-19,64358,COOPER,Lake Amber,27146,Male,White,No,,,False,English,False,False,Divorced,False,False,False,271,81067,3,False,2617,39,1,158,0,0,False,158.0,6,1.0,20,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Childcare Subsidy,1
3469,3469,Terry,Misty,Margaret,,2018-07-07,63091,OZARK,Smithmouth,77314,Female,White,No,,,False,English,False,False,Single,False,False,False,374,50699,7,False,2994,40,1,151,0,0,False,151.0,5,0.8333333333333334,19,1.0,False,True,True,6.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,40,20,15.458333333333332,Low,Child Care,1
3470,3470,Macdonald,Dawn,Sylvia,,2018-03-14,63526,FRANKLIN,North Anna,36914,Female,White,No,,,False,English,False,False,Divorced,False,False,False,220,89662,2,False,4300,41,1,55,0,0,False,55.0,6,1.0,22,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,Early Head Start,1
3471,3471,Flowers,Robert,Ashley,,2021-10-09,64533,PETTIS,Port Jacobview,80230,Not selected,American Indian or Alaska Native,No,,,False,Cherokee,False,False,Single,False,False,False,273,70280,7,False,2525,42,1,13,0,0,False,13.0,5,0.8333333333333334,18,1.0,False,True,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,40,20,31.458333333333332,Moderate,First Steps,1
3472,3472,Elliott,Phillip,Brandon,,2019-05-15,64647,GREENE,West Brendan,39809,Male,White,No,,,False,English,False,False,Married,False,False,False,33,2787,2,False,2709,32,3,194,0,0,False,64.66666666666667,3,0.5,15,1.0,True,True,True,3.5,True,False,False,False,False,False,False,False,True,True,0,0,57.5,75,45,42.125,High,"Childcare Subsidy, Home Visiting, Early Head Start",3
3473,3473,Rodriguez,Steve,Aaron,,2021-08-28,65111,REYNOLDS,Kellyville,90435,Male,White,No,,,False,English,False,False,Divorced,False,False,False,66,34535,2,False,3424,42,1,14,0,0,False,14.0,5,0.8333333333333334,19,1.0,False,False,True,2.5,True,False,False,False,False,False,False,False,True,True,0,20,45.83333333333333,35,45,35.20833333333333,High,Home Visiting,1
3474,3474,Schmidt,Rachel,,,2020-09-07,63430,ADAIR,New Natalieborough,1027,Female,White,No,,,False,English,False,False,Separated,False,False,False,285,94187,6,False,4195,42,1,176,0,0,False,176.0,6,1.0,21,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Child Care,1
3475,3475,Ray,Nicholas,,,2020-03-24,65283,IRON,West Jonathanland,47873,Male,White,No,,,False,English,False,False,Single,False,False,False,65,33379,5,True,3536,37,1,168,0,0,False,168.0,6,1.0,20,1.0,False,True,True,3.5,True,False,False,False,False,False,True,False,True,True,1,0,0.0,75,50,28.75,Moderate,Early Head Start,1
3476,3476,Bailey,Amy,Dana,,2018-11-19,64816,MILLER,Englishmouth,66825,Female,White,No,,,False,English,False,False,Separated,False,False,False,389,78633,5,False,4192,40,2,202,0,0,False,101.0,6,1.0,22,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Early Head Start, Home Visiting",2
3477,3477,Boyd,Daniel,Gary,,2021-01-12,63728,PEMISCOT,West Zacharyborough,78250,Male,White,No,,,False,English,False,False,Single,False,False,False,188,31802,6,True,2880,38,1,12,0,0,False,12.0,5,0.8333333333333334,18,1.0,False,False,True,3.0,True,False,False,False,False,False,True,False,True,False,1,20,45.83333333333333,35,25,31.208333333333332,Moderate,Early Intervention,1
3478,3478,Williams,Stephen,Michael,,2019-02-23,63784,BARRY,New Danielleville,5369,Not selected,Black or African American,No,,,False,English,False,False,Married,False,False,False,212,85607,7,False,2535,39,2,176,0,0,False,88.0,4,0.6666666666666666,20,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,"Early Head Start, Child Care",2
3479,3479,Campbell,Kelli,Emily,,2020-09-16,63241,CHARITON,South Marymouth,21518,Female,White,Yes,,,False,English,False,False,Married,False,False,False,156,29121,4,False,2022,37,2,54,0,0,False,27.0,5,0.8333333333333334,18,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,35,20,30.208333333333332,Moderate,"First Steps, Home Visiting",2
3480,3480,Franklin,Andrew,Victor,,2018-05-21,65402,FRANKLIN,South Kristy,36608,Male,Black or African American,No,,,False,English,False,False,Separated,False,False,False,21,7120,5,False,3748,32,2,61,0,0,False,30.5,3,0.5,14,1.0,True,False,True,2.375,True,False,False,False,False,False,False,False,True,True,0,20,57.5,35,45,38.125,High,"First Steps, Childcare Subsidy",2
3481,3481,Benson,Richard,Catherine,,2018-05-19,64843,DUNKLIN,South Jacqueline,35697,Not selected,Black or African American,No,,,False,English,False,False,Married,False,False,False,81,28382,2,False,1802,37,1,139,0,0,False,139.0,4,0.6666666666666666,19,1.0,False,False,True,2.75,True,False,False,False,False,False,False,False,True,True,0,0,11.666666666666668,35,45,20.666666666666668,Low,Early Head Start,1
3482,3482,Price,Daniel,Zachary,,2018-03-19,63497,WASHINGTON,Rodriguezshire,111816,Not selected,White,No,,,False,English,False,False,Married,False,False,False,108,22313,7,False,3842,34,2,166,1,54,False,83.0,5,0.8333333333333334,20,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,0,20,9.958333333333332,Low,"Child Care, Home Visiting",2
3483,3483,Kelly,Samantha,Janice,,2019-12-14,65533,VERNON,Lake James,109395,Female,White,Yes,2020-05-21,2020-06-22,False,English,False,False,Single,False,False,False,70,12477,5,False,3599,37,3,175,1,122,False,58.333333333333336,1,0.16666666666666666,16,1.0,True,False,True,2.125,True,False,False,False,False,False,False,False,True,True,0,15,69.16666666666667,35,45,39.54166666666667,High,"Home Visiting, Early Head Start, Child Care",3
3484,3484,Flores,John,Andrew,,2018-02-26,64968,HOWELL,West Taraside,46345,Male,White,Yes,,,False,Spanish,False,False,Divorced,False,False,False,199,46593,4,False,2207,38,1,113,0,0,False,113.0,4,0.6666666666666666,16,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,35,20,15.666666666666668,Low,Early Head Start,1
3485,3485,Ryan,Colton,Herbert,,2020-10-12,64429,NEWTON,Robertmouth,73996,Male,White,No,,,False,English,False,False,Single,False,False,False,197,28762,7,False,3692,37,3,286,2,87,False,95.33333333333333,3,0.5,19,1.0,True,False,True,3.125,True,False,False,False,False,False,False,False,True,False,0,30,17.5,35,20,26.125,Moderate,"Child Care, Childcare Subsidy, First Steps",3
3486,3486,Crane,Joshua,David,,2019-05-18,65732,SHELBY,New Diana,97267,Male,White,No,,,False,English,False,False,Divorced,False,False,False,175,33684,7,False,2310,42,3,143,0,0,False,47.666666666666664,5,0.8333333333333334,18,1.0,False,True,True,3.6666666666666665,True,False,False,False,False,False,False,False,True,False,0,0,45.83333333333333,75,20,34.20833333333333,Moderate,"Child Care, Home Visiting",3
3487,3487,Hughes,Jordan,Douglas,,2019-02-21,64753,LIVINGSTON,North Taylor,59246,Male,White,No,,,True,English,False,False,Single,False,False,False,124,42238,7,True,3737,38,3,179,0,0,False,59.666666666666664,3,0.5,19,1.0,True,False,True,3.5,True,False,False,True,False,False,True,False,True,False,1,0,57.5,35,40,31.125,Moderate,"Early Head Start, State Pre-K, Home Visiting",3
3488,3488,Jones,Timothy,Anita,,2021-12-24,65597,SCOTLAND,Amberview,94531,Not selected,White,No,,,False,English,False,False,Married,False,False,False,233,97366,6,False,2722,39,1,18,0,0,False,18.0,5,0.8333333333333334,21,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Early Intervention,1
3489,3489,Washington,Jeffrey,,,2018-07-03,63300,RAY,North Lisa,89941,Male,White,No,,,False,English,False,False,Divorced,False,False,False,196,61178,6,False,4251,41,1,68,0,0,False,68.0,5,0.8333333333333334,22,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Child Care,1
3490,3490,Peterson,Abigail,Rachel,,2019-08-13,64822,ANDREW,Port Steven,2777,Female,White,No,,,False,Spanish,False,True,Single,False,False,False,90,6230,5,False,3358,32,2,177,1,178,False,88.5,2,0.3333333333333333,14,1.0,True,True,True,2.75,True,False,True,False,False,False,False,False,True,True,0,15,23.333333333333336,75,45,38.083333333333336,High,"Childcare Subsidy, Child Care",2
3491,3491,Shepherd,Patrick,Brittany,,2018-03-19,64066,OZARK,West Levi,77450,Not selected,White,No,,,False,English,False,False,Separated,False,True,False,115,37201,6,False,2629,41,1,122,0,0,False,122.0,4,0.6666666666666666,17,1.0,False,False,True,5.0,False,False,False,False,False,True,False,False,True,False,1,0,11.666666666666668,0,25,7.916666666666667,Low,Child Care,1
3492,3492,Mckinney,Robert,,,2021-09-13,63216,NEWTON,West David,73650,Male,White,No,,,False,English,False,False,Married,False,False,False,188,62576,3,False,3672,40,1,37,0,0,False,37.0,5,0.8333333333333334,21,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Early Intervention,1
