Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate,RelatedPerson HighestEducationLevel
0000003519,003519,Aunt,Cameron,Sherri,Patricia,,1975-04-21,65681,MACON,East Luke,Female,Yes,Employed,2023-03-27,"Some college, no degree"
0000003520,003520,Aunt,Lozano,Brandi,Valerie,,1972-08-25,65240,COLE,Port Alexander,Female,Yes,Employed,2024-08-09,"Some college, no degree"
0000003520,003520,Foster Parent,Miller,Gary,Tyler,,1991-10-20,65240,COLE,Port Alexander,Male,No,Not in Labor Force,2023-01-06,High school diploma or equivalent
0000003521,003521,Adoptive parent,Hartman,Michael,,,1985-06-25,65288,GENTRY,New Lorishire,Male,No,Employed,2025-09-12,High school diploma or equivalent
0000003521,003521,Mother,Johnson,Kelly,Taylor,,1972-11-24,65288,GENTRY,New Lorishire,Female,Yes,Unemployed,2022-11-29,Bachelor's degree
0000003522,003522,Grandfather,Thompson,Brandon,Robert,,2003-07-27,64475,STE. GENEVIEVE,Port Sheliaside,Male,Yes,Employed,2021-04-05,Associate's degree
0000003522,003522,Aunt,Patel,April,,,1989-09-04,64475,STE. GENEVIEVE,Port Sheliaside,Female,No,Unemployed,2024-12-12,"Some college, no degree"
0000003523,003523,Court appointed guardian,May,Matthew,Thomas,,1981-07-18,64023,CAPE GIRARDEAU,West Holly,Male,No,Employed,2025-02-21,"Some college, no degree"
0000003523,003523,Father,Schneider,Eric,,,1987-08-09,64023,CAPE GIRARDEAU,West Holly,Male,No,Part-time,2023-06-07,"Some college, no degree"
0000003524,003524,Foster Parent,Nguyen,Christopher,Jonathon,,2006-05-12,63290,PULASKI,New Felicia,Male,No,Employed,2025-02-24,High school diploma or equivalent
0000003524,003524,Father,Greene,Vincent,Michael,,1973-03-06,63290,PULASKI,New Felicia,Male,Yes,Employed,2024-12-25,Bachelor's degree
0000003525,003525,Foster Parent,Herrera,Justin,Henry,,1972-12-08,65224,CARROLL,Butlerland,Male,No,Part-time,2021-06-06,Bachelor's degree
0000003525,003525,Foster father,Ford,Timothy,Curtis,,2002-12-14,65224,CARROLL,Butlerland,Male,No,Part-time,2025-12-01,Bachelor's degree
0000003526,003526,Grandmother,Garza,Sarah,,,2007-06-26,65791,CHARITON,New Kristinaland,Female,Yes,Part-time,2024-10-25,High school diploma or equivalent
0000003526,003526,Foster Parent,Bernard,David,,,1987-05-11,65791,CHARITON,New Kristinaland,Male,No,Employed,2021-08-24,Bachelor's degree
0000003527,003527,Mother,Meyer,Alexandra,Carolyn,,2001-11-16,65540,AUDRAIN,Melissashire,Female,No,Employed,2024-08-28,Associate's degree
0000003528,003528,Foster mother,Hopkins,Cheryl,Jordan,Jr.,2002-10-24,65483,RALLS,Bradfordstad,Female,Yes,Employed,2024-02-09,High school diploma or equivalent
0000003528,003528,Aunt,Ayers,Christine,,,1982-02-15,65483,RALLS,Bradfordstad,Female,No,Unemployed,2024-09-05,Associate's degree
0000003529,003529,Foster mother,Phillips,Hannah,Andrea,,1980-08-15,63625,CLINTON,North Tiffanyside,Female,Yes,Part-time,2024-07-11,"Some college, no degree"
0000003529,003529,Stepfather,Roy,Johnny,Thomas,,1986-08-10,63625,CLINTON,North Tiffanyside,Male,Yes,Employed,2025-06-16,High school diploma or equivalent
0000003530,003530,Stepmother,Harmon,Brandy,Laurie,,1999-07-26,64548,CLAY,Port Chloefort,Female,Yes,Employed,2025-04-08,"Some college, no degree"
0000003530,003530,Grandfather,Kaufman,Timothy,Joseph,,1974-02-28,64548,CLAY,Port Chloefort,Male,Yes,Employed,2026-01-18,"Some college, no degree"
0000003531,003531,Stepmother,Roberts,Brianna,,,1998-12-15,65107,BOLLINGER,North Angela,Female,No,Employed,2024-12-12,High school diploma or equivalent
0000003531,003531,Grandmother,Barton,Amber,Jamie,,1996-02-10,65107,BOLLINGER,North Angela,Female,Yes,Employed,2022-10-29,Graduate or professional degree
0000003532,003532,Foster Parent,Cox,William,Kenneth,,1982-04-18,64176,CLAY,South Yolanda,Male,Yes,Not in Labor Force,2024-06-30,Bachelor's degree
0000003533,003533,Uncle,Townsend,Michael,Joel,,1979-10-10,63185,JEFFERSON,South Lisachester,Male,No,Employed,2023-01-18,High school diploma or equivalent
0000003534,003534,Foster father,Sullivan,Michael,Terry,,1997-06-03,63083,JACKSON,Lake Alyssa,Male,Yes,Employed,2023-03-28,High school diploma or equivalent
0000003534,003534,Adoptive parent,Brooks,Mike,Carlos,,1980-07-06,63083,JACKSON,Lake Alyssa,Male,No,Part-time,2023-03-02,High school diploma or equivalent
0000003535,003535,Uncle,Tucker,Alvin,Robert,,1970-06-30,63626,HARRISON,Angelfurt,Male,No,Employed,2023-12-11,No high school diploma
0000003535,003535,Foster mother,Benton,Julie,,,2000-06-10,63626,HARRISON,Angelfurt,Female,No,Part-time,2025-05-27,High school diploma or equivalent
0000003536,003536,Grandmother,Bryant,Christine,Alyssa,,2007-04-16,63846,PLATTE,New Erik,Female,Yes,Not in Labor Force,2021-10-13,Associate's degree
0000003536,003536,Father,Glass,Samuel,Patrick,,2001-03-23,63846,PLATTE,New Erik,Male,No,Employed,2025-04-14,High school diploma or equivalent
0000003537,003537,Aunt,Cruz,Catherine,,,2004-04-16,65348,BARTON,New Hollyborough,Female,Yes,Part-time,2023-10-26,High school diploma or equivalent
0000003538,003538,Mother,Mayo,Patricia,,,1977-02-04,64126,ST. FRANCOIS,Garyside,Female,Yes,Part-time,2022-05-08,High school diploma or equivalent
0000003538,003538,Foster Parent,Elliott,Christopher,,,1972-06-09,64126,ST. FRANCOIS,Garyside,Male,No,Employed,2025-03-31,"Some college, no degree"
0000003539,003539,Foster Parent,Rodgers,Christopher,Joshua,Sr.,1981-04-10,64391,NEWTON,South Kellyshire,Male,No,Not in Labor Force,2023-03-06,"Some college, no degree"
0000003539,003539,Father,Medina,Aaron,Matthew,,1997-05-28,64391,NEWTON,South Kellyshire,Male,Yes,Employed,2024-07-05,High school diploma or equivalent
0000003540,003540,Stepfather,Nichols,Zachary,Joseph,,1982-10-25,65837,BATES,West Matthew,Male,No,Not in Labor Force,2023-09-27,High school diploma or equivalent
0000003540,003540,Grandmother,Allen,Lisa,Rachel,,1975-09-27,65837,BATES,West Matthew,Female,No,Employed,2024-04-28,High school diploma or equivalent
0000003541,003541,Stepmother,Villegas,Megan,Robin,,1978-12-04,64331,DEKALB,Jamestown,Female,Yes,Employed,2024-11-15,No high school diploma
0000003542,003542,Foster father,Evans,Thomas,,,1973-10-24,63567,LAWRENCE,West Anthonyland,Male,Yes,Part-time,2024-03-25,High school diploma or equivalent
0000003543,003543,Mother,Mejia,Whitney,Elizabeth,,1996-06-20,65479,DENT,Port Paulfort,Female,No,Part-time,2025-02-06,"Some college, no degree"
0000003543,003543,Grandmother,Adkins,Jennifer,Sheila,,1980-12-20,65479,DENT,Port Paulfort,Female,Yes,Employed,2023-04-12,Bachelor's degree
0000003544,003544,Stepmother,Morrow,Deanna,Selena,,1981-12-16,64561,COLE,Michellestad,Female,No,Employed,2025-01-13,High school diploma or equivalent
0000003544,003544,Grandfather,Carter,Tony,,,2004-05-11,64561,COLE,Michellestad,Male,No,Employed,2023-03-25,Bachelor's degree
0000003545,003545,Foster Parent,Coleman,Daniel,,,1995-04-17,64304,SULLIVAN,Aliciaton,Male,No,Part-time,2024-10-21,"Some college, no degree"
0000003545,003545,Court appointed guardian,Bridges,James,Paul,,1988-09-16,64304,SULLIVAN,Aliciaton,Male,No,Part-time,2021-06-21,Associate's degree
0000003546,003546,Father,Ayala,Daniel,,,1986-12-13,64594,JOHNSON,Lake Carrieview,Male,Yes,Employed,2021-04-13,Associate's degree
0000003546,003546,Foster Parent,Andrade,William,,,1980-04-21,64594,JOHNSON,Lake Carrieview,Male,Yes,Employed,2021-10-30,Graduate or professional degree
0000003547,003547,Aunt,Browning,Brandi,,,1986-05-20,63642,BOONE,Baileymouth,Female,No,Employed,2025-07-29,Bachelor's degree
0000003547,003547,Foster mother,Craig,Jennifer,Jade,,1989-03-25,63642,BOONE,Baileymouth,Female,Yes,Part-time,2024-09-03,"Some college, no degree"
0000003548,003548,Mother,Schroeder,Kimberly,Erika,,1992-10-04,64596,CARROLL,North David,Female,No,Not in Labor Force,2021-03-27,Bachelor's degree
0000003548,003548,Grandmother,Perkins,Bonnie,Kristin,,1994-01-17,64596,CARROLL,North David,Female,Yes,Employed,2021-06-19,"Some college, no degree"
0000003549,003549,Aunt,Gonzales,Shirley,Kathryn,,1975-07-22,63740,JOHNSON,Houstonton,Female,Yes,Not in Labor Force,2021-12-15,No high school diploma
0000003549,003549,Stepmother,Brown,Amy,,,1982-09-23,63740,JOHNSON,Houstonton,Female,Yes,Employed,2021-04-17,No high school diploma
0000003550,003550,Mother,Webster,Nicole,Teresa,,1987-02-08,63942,LIVINGSTON,South Dorothystad,Female,No,Part-time,2023-07-07,"Some college, no degree"
0000003550,003550,Foster father,Davenport,Christian,,,1986-04-22,63942,LIVINGSTON,South Dorothystad,Male,Yes,Not in Labor Force,2026-03-04,High school diploma or equivalent
0000003551,003551,Grandfather,Wallace,James,,,1980-10-20,63103,CRAWFORD,Port David,Male,No,Part-time,2022-10-12,High school diploma or equivalent
0000003551,003551,Uncle,Horton,Scott,,,2000-02-06,63103,CRAWFORD,Port David,Male,No,Employed,2026-01-28,High school diploma or equivalent
0000003552,003552,Foster Parent,Nguyen,Brandon,,,1971-07-26,65298,MACON,Port Stephanieborough,Male,Yes,Part-time,2023-11-07,High school diploma or equivalent
0000003552,003552,Adoptive parent,Nelson,Richard,Frank,,1972-10-07,65298,MACON,Port Stephanieborough,Male,Yes,Employed,2022-08-30,Associate's degree
0000003553,003553,Uncle,Mosley,James,Austin,,2000-02-21,63262,LINCOLN,Curtischester,Male,No,Part-time,2024-02-16,High school diploma or equivalent
0000003553,003553,Court appointed guardian,Brown,Tyler,Charles,,1993-02-11,63262,LINCOLN,Curtischester,Male,Yes,Employed,2025-06-20,High school diploma or equivalent
0000003554,003554,Stepfather,Cox,Charles,,,1973-09-24,65644,STODDARD,Landryport,Male,Yes,Employed,2021-10-25,High school diploma or equivalent
0000003554,003554,Stepmother,Cox,Jennifer,Amy,,1992-06-09,65644,STODDARD,Landryport,Female,Yes,Employed,2023-09-24,No high school diploma
0000003555,003555,Aunt,Mcbride,Shannon,Michelle,,1975-07-16,63178,BUCHANAN,Port Dawnview,Female,Yes,Part-time,2021-05-04,High school diploma or equivalent
0000003555,003555,Uncle,Kim,Barry,,,1990-10-10,63178,BUCHANAN,Port Dawnview,Male,Yes,Employed,2025-08-03,No high school diploma
0000003556,003556,Mother,Richardson,Teresa,Julie,,1979-07-28,65547,RAY,Gregoryfort,Female,No,Employed,2021-11-15,"Some college, no degree"
0000003556,003556,Uncle,Richards,Gabriel,Brandon,,1985-09-17,65547,RAY,Gregoryfort,Male,No,Employed,2022-06-22,Bachelor's degree
0000003557,003557,Grandmother,Cameron,Sierra,Crystal,,1981-09-30,65466,LINCOLN,West Debbie,Female,Yes,Employed,2026-01-18,High school diploma or equivalent
0000003557,003557,Stepfather,Vasquez,David,James,,1975-08-31,65466,LINCOLN,West Debbie,Male,No,Employed,2023-01-24,"Some college, no degree"
0000003558,003558,Father,King,Thomas,,,1991-10-04,63795,HICKORY,West Oscarchester,Male,No,Unemployed,2024-07-18,High school diploma or equivalent
0000003559,003559,Foster Parent,Luna,David,Paul,,2003-01-05,64453,LAWRENCE,Lake Julie,Male,Yes,Employed,2022-05-27,Graduate or professional degree
0000003559,003559,Foster mother,Miller,Gwendolyn,Rachel,,1990-09-09,64453,LAWRENCE,Lake Julie,Female,No,Employed,2024-09-01,High school diploma or equivalent
0000003560,003560,Foster Parent,Campbell,Christopher,Douglas,,1986-06-28,63114,SHANNON,Lake Shelby,Male,No,Part-time,2021-08-31,High school diploma or equivalent
0000003561,003561,Stepmother,Patterson,Sara,Amanda,,2007-01-10,64238,ADAIR,Port Robert,Female,No,Employed,2025-10-06,High school diploma or equivalent
0000003561,003561,Foster father,Paul,Michael,Kenneth,,2002-10-11,64238,ADAIR,Port Robert,Male,No,Part-time,2025-03-03,"Some college, no degree"
0000003562,003562,Foster mother,Baldwin,Anna,Lisa,,1992-01-07,63679,HOWARD,Johntown,Female,Yes,Employed,2023-12-01,Graduate or professional degree
0000003562,003562,Court appointed guardian,Bright,Frederick,,,2007-11-11,63679,HOWARD,Johntown,Male,Yes,Employed,2025-01-27,"Some college, no degree"
0000003563,003563,Foster father,Jones,Edwin,Alan,,1972-12-06,65243,WORTH,New Rachelport,Male,No,Unemployed,2023-08-09,Associate's degree
0000003564,003564,Foster father,Perez,Jack,Anthony,,1987-11-01,65304,CHRISTIAN,Lake Maria,Male,No,Employed,2024-12-19,Associate's degree
0000003564,003564,Grandfather,Thompson,Dale,Matthew,,1972-09-12,65304,CHRISTIAN,Lake Maria,Male,No,Unemployed,2022-01-13,Graduate or professional degree
0000003565,003565,Foster father,Hughes,Matthew,Ronald,,1973-11-29,63135,NEW MADRID,Michelleton,Male,Yes,Part-time,2025-12-03,"Some college, no degree"
0000003565,003565,Stepfather,Jordan,Joseph,,,1993-02-13,63135,NEW MADRID,Michelleton,Male,No,Employed,2021-08-08,Bachelor's degree
0000003566,003566,Court appointed guardian,Klein,Eric,Garrett,,1972-09-28,64986,DOUGLAS,Laurenstad,Male,Yes,Employed,2021-08-10,"Some college, no degree"
0000003566,003566,Adoptive parent,Allen,Matthew,Mario,,2000-10-17,64986,DOUGLAS,Laurenstad,Male,No,Employed,2023-12-09,Associate's degree
0000003567,003567,Court appointed guardian,Williams,Daniel,,,1984-11-19,64097,CLINTON,Martintown,Male,No,Employed,2025-03-10,Bachelor's degree
0000003568,003568,Aunt,Lloyd,Marie,Ruth,,1992-08-08,63970,SCOTLAND,New Brandon,Female,Yes,Not in Labor Force,2024-03-19,"Some college, no degree"
0000003568,003568,Mother,Odom,Tracey,,,1983-11-02,63970,SCOTLAND,New Brandon,Female,No,Employed,2023-07-06,No high school diploma
0000003569,003569,Adoptive parent,Richardson,John,Wayne,,2006-04-22,64475,BUTLER,Josephstad,Male,No,Not in Labor Force,2024-12-03,Associate's degree
0000003569,003569,Stepmother,Meadows,Tara,Sydney,,1994-08-28,64475,BUTLER,Josephstad,Female,Yes,Employed,2021-04-24,Graduate or professional degree
0000003570,003570,Adoptive parent,Taylor,Kevin,Eric,,1988-05-26,64284,WRIGHT,North Robertmouth,Male,Yes,Employed,2026-01-18,Bachelor's degree
0000003571,003571,Foster mother,Garner,Gail,Wanda,,1977-07-17,63043,BUTLER,West Victoriatown,Female,No,Part-time,2023-02-17,Bachelor's degree
0000003572,003572,Foster father,Benson,Kevin,,,1977-07-21,64724,ATCHISON,North Donald,Male,Yes,Employed,2022-05-22,High school diploma or equivalent
0000003573,003573,Grandfather,Lin,Alexander,Kevin,,2007-04-02,65759,BUCHANAN,Port Jeffrey,Male,Yes,Employed,2024-11-12,High school diploma or equivalent
0000003574,003574,Foster father,Klein,Isaac,,,1975-05-05,63813,MCDONALD,North Douglasstad,Male,No,Employed,2023-01-29,Bachelor's degree
0000003575,003575,Mother,Morales,Donna,Sharon,,1997-01-19,64612,DENT,South Lisa,Female,Yes,Employed,2025-04-02,High school diploma or equivalent
0000003575,003575,Court appointed guardian,Peterson,Christopher,,,2003-02-22,64612,DENT,South Lisa,Male,No,Employed,2021-07-23,Bachelor's degree
0000003576,003576,Stepmother,Escobar,Anna,Cynthia,,1985-02-07,65498,SHANNON,Danielton,Female,Yes,Not in Labor Force,2022-03-21,High school diploma or equivalent
0000003576,003576,Father,Escobar,Gregory,Ethan,,1999-08-17,65498,SHANNON,Danielton,Male,No,Not in Labor Force,2025-06-28,Graduate or professional degree
0000003577,003577,Foster father,Pennington,David,Nicholas,,1978-04-28,64543,PHELPS,Michaelmouth,Male,No,Part-time,2022-12-11,High school diploma or equivalent
0000003577,003577,Grandfather,Kemp,Brett,,,2004-06-11,64543,PHELPS,Michaelmouth,Male,Yes,Not in Labor Force,2021-09-29,Associate's degree
0000003578,003578,Foster father,Sanchez,Caleb,Matthew,,1975-07-07,65727,COOPER,Port Cassandraland,Male,Yes,Employed,2022-03-28,High school diploma or equivalent
0000003578,003578,Stepfather,Sherman,William,Ronald,,1988-01-16,65727,COOPER,Port Cassandraland,Male,No,Unemployed,2024-08-24,No high school diploma
0000003579,003579,Grandmother,Bean,Amy,Catherine,,2006-02-16,65206,WARREN,Mauricestad,Female,Yes,Employed,2024-11-29,"Some college, no degree"
0000003579,003579,Stepmother,Wade,Jacqueline,,,1994-03-24,65206,WARREN,Mauricestad,Female,No,Part-time,2024-11-27,Bachelor's degree
0000003580,003580,Father,Barker,Christian,Robert,,1973-02-12,63486,MCDONALD,Port Robertfort,Male,Yes,Unemployed,2023-10-15,High school diploma or equivalent
0000003581,003581,Father,Gonzalez,Alvin,,,1991-12-16,63289,REYNOLDS,Wrightville,Male,Yes,Part-time,2022-04-14,No high school diploma
0000003582,003582,Uncle,Romero,Nicholas,,,1992-06-05,63798,PULASKI,Brookschester,Male,No,Not in Labor Force,2022-04-09,"Some college, no degree"
0000003582,003582,Grandmother,Williams,Colleen,,Jr.,1995-01-02,63798,PULASKI,Brookschester,Female,Yes,Employed,2021-07-09,Associate's degree
0000003583,003583,Aunt,Miller,Kelli,Mariah,,1994-09-17,63336,NEWTON,Scottville,Female,No,Unemployed,2024-01-07,"Some college, no degree"
0000003583,003583,Foster father,Henderson,Willie,,,2005-06-30,63336,NEWTON,Scottville,Male,Yes,Unemployed,2022-01-05,High school diploma or equivalent
0000003584,003584,Aunt,Dixon,Shannon,Samantha,,1991-07-24,64220,ST. LOUIS,New Theresamouth,Female,No,Part-time,2023-03-29,Associate's degree
0000003584,003584,Stepfather,Palmer,Thomas,Nicholas,,1994-05-15,64220,ST. LOUIS,New Theresamouth,Male,Yes,Part-time,2023-12-07,"Some college, no degree"
0000003585,003585,Foster mother,Stewart,Deborah,Christina,,2008-02-03,63514,DUNKLIN,North Carrie,Female,No,Employed,2025-03-30,"Some college, no degree"
0000003585,003585,Foster Parent,Joyce,Terry,Javier,,1979-08-21,63514,DUNKLIN,North Carrie,Male,No,Employed,2025-12-02,Associate's degree
0000003586,003586,Aunt,Cox,Kathy,Kristina,,1990-10-31,63203,GASCONADE,Stephaniechester,Female,Yes,Part-time,2026-02-28,"Some college, no degree"
0000003586,003586,Stepmother,Leblanc,Jodi,Mary,,2001-05-17,63203,GASCONADE,Stephaniechester,Female,No,Not in Labor Force,2023-05-20,"Some college, no degree"
0000003587,003587,Grandmother,Russell,Amanda,,,1989-01-05,63360,DUNKLIN,Jennifershire,Female,No,Employed,2021-06-18,"Some college, no degree"
0000003587,003587,Stepfather,Johnson,Douglas,,,1986-02-12,63360,DUNKLIN,Jennifershire,Male,Yes,Employed,2022-07-28,High school diploma or equivalent
0000003588,003588,Stepfather,Martinez,Timothy,Matthew,,2005-09-27,63339,SHANNON,Alexanderville,Male,Yes,Not in Labor Force,2023-11-08,No high school diploma
0000003588,003588,Adoptive parent,Griffith,William,,,1980-07-14,63339,SHANNON,Alexanderville,Male,Yes,Employed,2022-07-28,Graduate or professional degree
0000003589,003589,Adoptive parent,Silva,Michael,Travis,,1996-04-16,64222,GASCONADE,West Wayneland,Male,No,Part-time,2023-07-25,Bachelor's degree
0000003589,003589,Aunt,Aguirre,Shirley,Laura,,2004-09-06,64222,GASCONADE,West Wayneland,Female,Yes,Employed,2022-06-26,High school diploma or equivalent
0000003590,003590,Aunt,Hernandez,Brianna,Sandra,,2004-04-11,63562,GREENE,South Kenneth,Female,No,Unemployed,2022-07-10,"Some college, no degree"
0000003591,003591,Father,Tran,Kevin,,,1971-08-12,65776,MARION,North John,Male,No,Part-time,2022-09-17,High school diploma or equivalent
0000003592,003592,Grandfather,Ray,James,,,1999-09-04,64043,MILLER,New Chelsea,Male,Yes,Unemployed,2025-04-12,No high school diploma
0000003593,003593,Foster mother,Nunez,Samantha,Cheryl,,1998-11-15,64345,MONITEAU,Jamesland,Female,No,Part-time,2022-11-19,No high school diploma
0000003593,003593,Stepmother,Goodman,Lisa,,,1983-10-11,64345,MONITEAU,Jamesland,Female,No,Unemployed,2023-10-02,No high school diploma
0000003594,003594,Stepmother,Lucas,Jennifer,Kelly,,2006-03-18,64486,SCOTT,South Nicole,Female,Yes,Employed,2022-07-28,"Some college, no degree"
0000003594,003594,Aunt,Ryan,Penny,Sandy,,1979-10-15,64486,SCOTT,South Nicole,Female,Yes,Not in Labor Force,2022-11-27,High school diploma or equivalent
0000003595,003595,Adoptive parent,Gibson,Donald,David,,2001-04-01,64434,RAY,Lake Tina,Male,Yes,Employed,2025-06-02,Associate's degree
0000003595,003595,Foster mother,Jackson,Marissa,,,1986-01-14,64434,RAY,Lake Tina,Female,No,Employed,2022-04-17,High school diploma or equivalent
0000003596,003596,Father,Flores,Gregory,Jeremy,,1989-06-19,64208,CLINTON,Thomasshire,Male,No,Not in Labor Force,2021-07-22,Bachelor's degree
0000003596,003596,Foster Parent,Collier,Thomas,Ian,,1992-09-29,64208,CLINTON,Thomasshire,Male,Yes,Not in Labor Force,2023-03-31,Bachelor's degree
0000003597,003597,Court appointed guardian,Torres,Brandon,Michael,,1986-04-25,64460,AUDRAIN,Lisamouth,Male,Yes,Part-time,2023-01-26,High school diploma or equivalent
0000003597,003597,Adoptive parent,Brown,Michael,Timothy,,1996-07-25,64460,AUDRAIN,Lisamouth,Male,No,Employed,2025-03-18,High school diploma or equivalent
0000003598,003598,Aunt,Williams,Michelle,Julie,Sr.,1971-11-07,64264,DENT,Lake Brianhaven,Female,No,Part-time,2021-10-14,Bachelor's degree
0000003598,003598,Grandmother,Thompson,Dawn,Alexis,,1995-03-28,64264,DENT,Lake Brianhaven,Female,Yes,Employed,2025-05-03,No high school diploma
0000003599,003599,Adoptive parent,Lawrence,Gerald,Ryan,,1970-08-23,65027,SCHUYLER,South Ashley,Male,No,Not in Labor Force,2025-10-24,Graduate or professional degree
0000003600,003600,Grandmother,Thompson,Kelly,Sarah,,2003-12-18,65870,BENTON,Wilsontown,Female,Yes,Not in Labor Force,2024-02-21,"Some college, no degree"
0000003600,003600,Grandfather,Cox,Robert,,,1992-11-02,65870,BENTON,Wilsontown,Male,Yes,Unemployed,2022-09-16,Bachelor's degree
0000003601,003601,Uncle,Moss,Daniel,Albert,,1990-07-03,63853,HOWELL,Schneiderstad,Male,No,Employed,2025-04-07,"Some college, no degree"
0000003602,003602,Foster father,Reeves,Dwayne,Matthew,,1985-03-19,64086,RIPLEY,North Jonathan,Male,Yes,Employed,2025-01-06,"Some college, no degree"
0000003603,003603,Stepmother,Smith,Kim,Kathleen,,1982-06-27,64342,MCDONALD,Newtonhaven,Female,No,Not in Labor Force,2024-12-11,Associate's degree
0000003603,003603,Foster father,Anderson,Jeremy,Joseph,,1994-12-17,64342,MCDONALD,Newtonhaven,Male,Yes,Part-time,2025-03-09,High school diploma or equivalent
0000003604,003604,Mother,Eaton,Linda,Meghan,,1994-05-08,64204,HARRISON,Danaton,Female,Yes,Employed,2025-10-05,Associate's degree
0000003605,003605,Uncle,Everett,Kevin,John,,1979-02-06,63918,CHRISTIAN,East Deborahton,Male,Yes,Employed,2025-02-19,High school diploma or equivalent
0000003605,003605,Foster mother,Gilbert,Connie,Heather,,2002-11-28,63918,CHRISTIAN,East Deborahton,Female,No,Not in Labor Force,2021-05-19,"Some college, no degree"
0000003606,003606,Mother,Higgins,Julie,,,1986-04-24,64138,WEBSTER,West Ricky,Female,Yes,Part-time,2025-04-02,No high school diploma
0000003606,003606,Father,Higgins,David,Cory,,2005-08-31,64138,WEBSTER,West Ricky,Male,Yes,Part-time,2024-01-15,High school diploma or equivalent
0000003607,003607,Aunt,Morgan,Melanie,Amy,,2000-03-16,64625,LINN,East Kristina,Female,No,Employed,2021-10-03,Associate's degree
0000003607,003607,Uncle,Underwood,William,,,1978-01-21,64625,LINN,East Kristina,Male,Yes,Unemployed,2025-04-13,High school diploma or equivalent
0000003608,003608,Foster father,Carter,Tony,,,2003-12-13,64687,MARIES,South Gerald,Male,Yes,Employed,2022-05-05,Graduate or professional degree
0000003609,003609,Stepfather,Sanchez,Brandon,,,1999-05-06,65255,MARIES,Brownside,Male,Yes,Employed,2024-10-30,Bachelor's degree
0000003609,003609,Grandmother,Roberts,Vanessa,Katelyn,,2005-12-27,65255,MARIES,Brownside,Female,No,Employed,2024-09-06,Associate's degree
0000003610,003610,Foster Parent,Petty,Brent,,,1983-09-28,64174,CLINTON,West Laura,Male,No,Part-time,2024-12-06,"Some college, no degree"
0000003610,003610,Foster mother,Kline,Alicia,Brianna,,2001-08-08,64174,CLINTON,West Laura,Female,No,Employed,2021-06-12,"Some college, no degree"
0000003611,003611,Stepfather,Jennings,Gary,Joseph,,1982-05-12,63556,SHELBY,Port Emilyhaven,Male,No,Employed,2025-07-22,"Some college, no degree"
0000003611,003611,Grandfather,Clark,James,Steven,,1973-05-22,63556,SHELBY,Port Emilyhaven,Male,Yes,Employed,2023-06-06,Bachelor's degree
0000003612,003612,Foster mother,Mccarthy,Tina,Kelly,,2005-01-16,64848,MONITEAU,Randallbury,Female,No,Employed,2023-07-22,No high school diploma
0000003612,003612,Mother,Jenkins,Kayla,Kimberly,,1986-02-13,64848,MONITEAU,Randallbury,Female,No,Employed,2026-01-14,High school diploma or equivalent
0000003613,003613,Stepmother,Wong,Jacqueline,Donna,,1970-11-28,63254,WAYNE,Mooneyfurt,Female,Yes,Employed,2024-09-09,"Some college, no degree"
0000003613,003613,Foster Parent,Golden,Brandon,Jason,,1976-10-11,63254,WAYNE,Mooneyfurt,Male,No,Unemployed,2022-01-10,Bachelor's degree
0000003614,003614,Foster Parent,Miller,Darrell,Eric,,1989-07-24,64769,PLATTE,Pattersonburgh,Male,Yes,Employed,2021-08-30,Bachelor's degree
0000003614,003614,Court appointed guardian,Cochran,Keith,,,1986-12-02,64769,PLATTE,Pattersonburgh,Male,No,Employed,2022-06-26,"Some college, no degree"
0000003615,003615,Foster father,Gordon,Joshua,Benjamin,,2003-02-14,65102,CAMDEN,Port Brentfort,Male,Yes,Employed,2023-07-10,No high school diploma
0000003615,003615,Foster mother,Moody,Maria,Tiffany,,2003-10-28,65102,CAMDEN,Port Brentfort,Female,No,Employed,2025-01-29,High school diploma or equivalent
0000003616,003616,Foster father,Lawrence,Paul,,,1990-03-08,63985,RANDOLPH,Anntown,Male,Yes,Employed,2024-11-27,No high school diploma
0000003617,003617,Father,Flores,Justin,,,1975-07-15,64146,ST. LOUIS,East Stephen,Male,Yes,Employed,2023-04-13,High school diploma or equivalent
0000003618,003618,Adoptive parent,Clark,Daniel,,,1992-11-11,65072,ST. LOUIS,New Josephport,Male,No,Part-time,2023-05-14,High school diploma or equivalent
0000003619,003619,Grandfather,Gross,Jacob,,,1990-06-04,63479,NODAWAY,Cooperfurt,Male,Yes,Employed,2024-09-01,Associate's degree
0000003619,003619,Grandmother,Blake,Kendra,Mallory,,1982-04-07,63479,NODAWAY,Cooperfurt,Female,Yes,Part-time,2022-08-09,High school diploma or equivalent
0000003620,003620,Foster mother,Mitchell,Traci,Sara,,1987-09-20,65502,RAY,Millermouth,Female,Yes,Employed,2022-10-05,No high school diploma
0000003621,003621,Father,Fischer,Michael,Ricky,,1977-03-28,64096,POLK,Bradychester,Male,Yes,Employed,2022-07-11,Associate's degree
